"SNP_ID","ICV_all_pval","ICV_all_pval_sim","ICV_all_pval_sim_corr","BrainVol_all_pval","BrainVol_all_pval_sim","BrainVol_all_pval_sim_corr","CorticalThickness_all_pval","CorticalThickness_all_pval_sim","CorticalThickness_all_pval_sim_corr","CorticalArea_all_pval","CorticalArea_all_pval_sim","CorticalArea_all_pval_sim_corr","CerebellarVol_all_pval","CerebellarVol_all_pval_sim","CerebellarVol_all_pval_sim_corr","HippocampalVol_all_pval","HippocampalVol_all_pval_sim","HippocampalVol_all_pval_sim_corr","BasalGangliaVol_all_pval","BasalGangliaVol_all_pval_sim","BasalGangliaVol_all_pval_sim_corr","VentricularVol_all_pval","VentricularVol_all_pval_sim","VentricularVol_all_pval_sim_corr","FrontalCorticalThickness_all_pval","FrontalCorticalThickness_all_pval_sim","FrontalCorticalThickness_all_pval_sim_corr","TemporalCorticalThickness_all_pval","TemporalCorticalThickness_all_pval_sim","TemporalCorticalThickness_all_pval_sim_corr","ParietalCorticalThickness_all_pval","ParietalCorticalThickness_all_pval_sim","ParietalCorticalThickness_all_pval_sim_corr","OccipitalCorticalThickness_all_pval","OccipitalCorticalThickness_all_pval_sim","OccipitalCorticalThickness_all_pval_sim_corr","FrontalCorticalArea_all_pval","FrontalCorticalArea_all_pval_sim","FrontalCorticalArea_all_pval_sim_corr","TemporalCorticalArea_all_pval","TemporalCorticalArea_all_pval_sim","TemporalCorticalArea_all_pval_sim_corr","ParietalCorticalArea_all_pval","ParietalCorticalArea_all_pval_sim","ParietalCorticalArea_all_pval_sim_corr","OccipitalCorticalArea_all_pval","OccipitalCorticalArea_all_pval_sim","OccipitalCorticalArea_all_pval_sim_corr","ICV_males_pval","ICV_males_pval_sim","ICV_males_pval_sim_corr","BrainVol_males_pval","BrainVol_males_pval_sim","BrainVol_males_pval_sim_corr","CorticalThickness_males_pval","CorticalThickness_males_pval_sim","CorticalThickness_males_pval_sim_corr","CorticalArea_males_pval","CorticalArea_males_pval_sim","CorticalArea_males_pval_sim_corr","CerebellarVol_males_pval","CerebellarVol_males_pval_sim","CerebellarVol_males_pval_sim_corr","HippocampalVol_males_pval","HippocampalVol_males_pval_sim","HippocampalVol_males_pval_sim_corr","BasalGangliaVol_males_pval","BasalGangliaVol_males_pval_sim","BasalGangliaVol_males_pval_sim_corr","VentricularVol_males_pval","VentricularVol_males_pval_sim","VentricularVol_males_pval_sim_corr","FrontalCorticalThickness_males_pval","FrontalCorticalThickness_males_pval_sim","FrontalCorticalThickness_males_pval_sim_corr","TemporalCorticalThickness_males_pval","TemporalCorticalThickness_males_pval_sim","TemporalCorticalThickness_males_pval_sim_corr","ParietalCorticalThickness_males_pval","ParietalCorticalThickness_males_pval_sim","ParietalCorticalThickness_males_pval_sim_corr","OccipitalCorticalThickness_males_pval","OccipitalCorticalThickness_males_pval_sim","OccipitalCorticalThickness_males_pval_sim_corr","FrontalCorticalArea_males_pval","FrontalCorticalArea_males_pval_sim","FrontalCorticalArea_males_pval_sim_corr","TemporalCorticalArea_males_pval","TemporalCorticalArea_males_pval_sim","TemporalCorticalArea_males_pval_sim_corr","ParietalCorticalArea_males_pval","ParietalCorticalArea_males_pval_sim","ParietalCorticalArea_males_pval_sim_corr","OccipitalCorticalArea_males_pval","OccipitalCorticalArea_males_pval_sim","OccipitalCorticalArea_males_pval_sim_corr","ICV_females_pval","ICV_females_pval_sim","ICV_females_pval_sim_corr","BrainVol_females_pval","BrainVol_females_pval_sim","BrainVol_females_pval_sim_corr","CorticalThickness_females_pval","CorticalThickness_females_pval_sim","CorticalThickness_females_pval_sim_corr","CorticalArea_females_pval","CorticalArea_females_pval_sim","CorticalArea_females_pval_sim_corr","CerebellarVol_females_pval","CerebellarVol_females_pval_sim","CerebellarVol_females_pval_sim_corr","HippocampalVol_females_pval","HippocampalVol_females_pval_sim","HippocampalVol_females_pval_sim_corr","BasalGangliaVol_females_pval","BasalGangliaVol_females_pval_sim","BasalGangliaVol_females_pval_sim_corr","VentricularVol_females_pval","VentricularVol_females_pval_sim","VentricularVol_females_pval_sim_corr","FrontalCorticalThickness_females_pval","FrontalCorticalThickness_females_pval_sim","FrontalCorticalThickness_females_pval_sim_corr","TemporalCorticalThickness_females_pval","TemporalCorticalThickness_females_pval_sim","TemporalCorticalThickness_females_pval_sim_corr","ParietalCorticalThickness_females_pval","ParietalCorticalThickness_females_pval_sim","ParietalCorticalThickness_females_pval_sim_corr","OccipitalCorticalThickness_females_pval","OccipitalCorticalThickness_females_pval_sim","OccipitalCorticalThickness_females_pval_sim_corr","FrontalCorticalArea_females_pval","FrontalCorticalArea_females_pval_sim","FrontalCorticalArea_females_pval_sim_corr","TemporalCorticalArea_females_pval","TemporalCorticalArea_females_pval_sim","TemporalCorticalArea_females_pval_sim_corr","ParietalCorticalArea_females_pval","ParietalCorticalArea_females_pval_sim","ParietalCorticalArea_females_pval_sim_corr","OccipitalCorticalArea_females_pval","OccipitalCorticalArea_females_pval_sim","OccipitalCorticalArea_females_pval_sim_corr"
"rs2501727",0.062658,0.065517,0.701570,0.609858,0.611753,1.000000,0.982844,0.983037,1.000000,0.354607,0.351310,0.999300,0.617445,0.619930,1.000000,0.313129,0.320320,0.997900,0.342526,0.344334,0.999500,0.172941,0.179820,0.956596,0.775235,0.777577,1.000000,0.800960,0.803995,1.000000,0.771984,0.769939,1.000000,0.390425,0.391392,0.999800,0.672786,0.663109,1.000000,0.429145,0.430076,0.999800,0.241468,0.242387,0.989699,0.125375,0.120152,0.890889,0.205897,0.261565,0.989899,0.855430,0.870156,1.000000,0.668276,0.660639,1.000000,0.473931,0.537034,1.000000,0.818228,0.835136,1.000000,0.276716,0.335224,0.998700,0.749357,0.754421,1.000000,0.025457,0.017488,0.289729,0.617458,0.626841,1.000000,0.975918,0.975296,1.000000,0.773880,0.769448,1.000000,0.647045,0.641573,1.000000,0.390813,0.451953,0.999900,0.775132,0.803401,1.000000,0.699790,0.732365,1.000000,0.275313,0.337995,0.999000,0.169343,0.125869,0.922792,0.389168,0.339454,0.999200,0.672324,0.680561,1.000000,0.547296,0.470833,1.000000,0.373398,0.325715,0.998500,0.709204,0.669850,1.000000,0.318368,0.313621,0.997900,0.837235,0.858837,1.000000,0.397059,0.391993,0.999800,0.752605,0.762140,1.000000,0.510566,0.515921,1.000000,0.454471,0.460799,1.000000,0.830256,0.787096,1.000000,0.416099,0.350913,0.999400,0.215218,0.159146,0.956296,0.277991,0.206284,0.986499
"rs10984920",0.110005,0.110268,0.868287,0.262025,0.266405,0.992299,0.355596,0.365416,0.999400,0.086862,0.089549,0.796980,0.260688,0.264629,0.992699,0.656144,0.661357,1.000000,0.200723,0.196562,0.972297,0.250465,0.264088,0.991499,0.471363,0.480492,1.000000,0.191612,0.193402,0.971997,0.468538,0.471383,1.000000,0.609516,0.605914,1.000000,0.153780,0.151457,0.933393,0.136711,0.137942,0.912091,0.119478,0.118873,0.874787,0.057450,0.053714,0.635964,0.013202,0.024654,0.378338,0.221482,0.265067,0.992699,0.345613,0.334305,0.999000,0.008536,0.018174,0.309331,0.199891,0.240960,0.988799,0.656343,0.700322,1.000000,0.963463,0.964676,1.000000,0.003666,0.002452,0.054805,0.313913,0.313761,0.998400,0.728078,0.719381,1.000000,0.303897,0.298939,0.997500,0.596623,0.590541,1.000000,0.010790,0.020208,0.336334,0.021244,0.036187,0.498350,0.026191,0.041501,0.546855,0.006819,0.014316,0.253825,0.999727,0.999668,1.000000,0.660562,0.617136,1.000000,0.046141,0.047399,0.583258,0.983495,0.979368,1.000000,0.694102,0.655888,1.000000,0.835092,0.813953,1.000000,0.087497,0.081852,0.765877,0.339793,0.409447,0.999900,0.074513,0.070577,0.721872,0.046118,0.048711,0.592259,0.070761,0.071351,0.724572,0.266484,0.271502,0.993699,0.774551,0.720228,1.000000,0.996336,0.995570,1.000000,0.870174,0.845933,1.000000,0.838728,0.801043,1.000000
"rs10984917",0.302010,0.295650,0.996700,0.164611,0.160304,0.946495,0.178179,0.177382,0.959596,0.199765,0.194790,0.971097,0.147606,0.143038,0.923992,0.015676,0.016051,0.277628,0.547154,0.535691,1.000000,0.792107,0.802199,1.000000,0.121083,0.120818,0.883888,0.849496,0.846707,1.000000,0.244841,0.238563,0.986499,0.151934,0.151991,0.933893,0.396152,0.383006,0.999600,0.118471,0.116152,0.872387,0.048357,0.047617,0.590959,0.795615,0.797974,1.000000,0.145705,0.190041,0.963296,0.069746,0.085867,0.782578,0.697583,0.686873,1.000000,0.090978,0.125871,0.892289,0.084334,0.101720,0.836384,0.001958,0.004200,0.089209,0.381374,0.379781,0.999300,0.842188,0.831773,1.000000,0.377143,0.380794,0.999700,0.623552,0.604721,1.000000,0.826208,0.821072,1.000000,0.953345,0.950765,1.000000,0.203125,0.251532,0.991099,0.052628,0.074281,0.741374,0.024379,0.036209,0.501850,0.570454,0.621986,1.000000,0.958643,0.950188,1.000000,0.929902,0.920206,1.000000,0.115469,0.117239,0.876888,0.949872,0.938590,1.000000,0.786571,0.760906,1.000000,0.835009,0.813147,1.000000,0.953124,0.950896,1.000000,0.861441,0.889941,1.000000,0.179786,0.172052,0.954395,0.415418,0.425064,0.999700,0.137493,0.135037,0.910291,0.029052,0.035834,0.485249,0.899849,0.875027,1.000000,0.835765,0.809054,1.000000,0.630837,0.579636,1.000000,0.816104,0.780163,1.000000
"rs4837771",0.065545,0.086567,0.794879,0.097204,0.107824,0.861386,0.738898,0.737223,1.000000,0.089297,0.099805,0.830383,0.142304,0.152935,0.936694,0.587383,0.592710,1.000000,0.301371,0.302247,0.997600,0.617512,0.621488,1.000000,0.927014,0.926210,1.000000,0.953766,0.954985,1.000000,0.624116,0.614005,1.000000,0.497036,0.502371,1.000000,0.053471,0.053941,0.627463,0.194776,0.209718,0.977898,0.175240,0.188549,0.965797,0.064688,0.067348,0.714571,0.253483,0.310944,0.997000,0.332294,0.376840,0.999700,0.624377,0.616481,1.000000,0.073279,0.106824,0.848385,0.408058,0.449656,1.000000,0.331217,0.380118,0.999900,0.158090,0.163509,0.948195,0.238857,0.207986,0.980498,0.375025,0.374116,0.999700,0.634220,0.630356,1.000000,0.564714,0.550968,1.000000,0.714408,0.715606,1.000000,0.046782,0.069510,0.719172,0.338046,0.387480,0.999800,0.231017,0.277036,0.993199,0.006118,0.012676,0.232123,0.140054,0.148128,0.952895,0.163956,0.143112,0.928393,0.968664,0.969120,1.000000,0.573973,0.521104,1.000000,0.206387,0.180062,0.966597,0.800295,0.774941,1.000000,0.993965,0.993786,1.000000,0.589348,0.624295,1.000000,0.410115,0.397845,0.999800,0.549208,0.568616,1.000000,0.922047,0.919072,1.000000,0.546785,0.553841,1.000000,0.489666,0.405718,0.999900,0.383594,0.338271,0.999300,0.484600,0.441155,0.999900,0.796077,0.751753,1.000000
"rs944642",0.664594,0.672120,1.000000,0.193216,0.194246,0.971597,0.836935,0.837286,1.000000,0.249515,0.248363,0.989899,0.207967,0.208973,0.977398,0.060968,0.066180,0.703670,0.064893,0.064566,0.690869,0.064668,0.076366,0.723972,0.466405,0.471176,1.000000,0.483283,0.487220,1.000000,0.356153,0.352413,0.998900,0.549617,0.556354,1.000000,0.389599,0.394968,0.999700,0.375814,0.370463,0.999500,0.245693,0.239162,0.988799,0.095831,0.094361,0.827283,0.869727,0.886737,1.000000,0.469524,0.506170,1.000000,0.851602,0.846052,1.000000,0.821390,0.847030,1.000000,0.593173,0.623914,1.000000,0.299759,0.366034,0.999700,0.185209,0.189202,0.968497,0.383864,0.351522,0.999600,0.159469,0.162725,0.951995,0.446606,0.428285,0.999900,0.528340,0.514503,1.000000,0.779450,0.772637,1.000000,0.903460,0.917877,1.000000,0.888635,0.902127,1.000000,0.709718,0.738697,1.000000,0.518299,0.571042,1.000000,0.421540,0.354631,0.999800,0.257598,0.210893,0.983698,0.619308,0.624095,1.000000,0.150645,0.095539,0.837984,0.204146,0.163815,0.952595,0.101628,0.072675,0.730973,0.195882,0.187398,0.968097,0.076199,0.124728,0.853285,0.670048,0.662193,1.000000,0.827807,0.831363,1.000000,0.497521,0.496031,1.000000,0.564904,0.575184,1.000000,0.261068,0.184807,0.974497,0.253900,0.191213,0.975198,0.194611,0.140375,0.933693,0.081220,0.042365,0.553455
"rs7868021",0.650453,0.647501,1.000000,0.940230,0.939895,1.000000,0.999707,0.999711,1.000000,0.947115,0.948081,1.000000,0.857162,0.856441,1.000000,0.641834,0.648602,1.000000,0.302139,0.300669,0.997400,0.132612,0.147349,0.917892,0.968761,0.968802,1.000000,0.857516,0.859082,1.000000,0.417453,0.424279,0.999800,0.517374,0.521883,1.000000,0.664296,0.665058,1.000000,0.870672,0.872943,1.000000,0.972633,0.973208,1.000000,0.671799,0.668434,1.000000,0.708999,0.744953,1.000000,0.359123,0.412884,1.000000,0.398481,0.394788,0.999800,0.184502,0.256366,0.991699,0.433815,0.484840,1.000000,0.517199,0.567264,1.000000,0.031185,0.035003,0.488349,0.200989,0.175945,0.960096,0.394675,0.395350,0.999800,0.680583,0.674687,1.000000,0.551375,0.544853,1.000000,0.398612,0.392053,0.999700,0.153473,0.214507,0.979298,0.453489,0.521250,1.000000,0.363342,0.428607,1.000000,0.182054,0.240956,0.990599,0.281827,0.208762,0.988899,0.264171,0.216345,0.985699,0.353803,0.357492,0.999200,0.174149,0.114063,0.886989,0.261232,0.214482,0.983898,0.979354,0.975898,1.000000,0.393623,0.395190,0.999900,0.415825,0.484265,1.000000,0.380686,0.365895,0.999500,0.851299,0.854539,1.000000,0.065239,0.066208,0.698870,0.978547,0.979395,1.000000,0.352608,0.272586,0.996400,0.288230,0.226527,0.987799,0.343508,0.274286,0.995600,0.037230,0.015361,0.267927
"rs7853439",0.298676,0.308418,0.997100,0.578815,0.579358,1.000000,0.388183,0.386587,0.999700,0.637787,0.644356,1.000000,0.639537,0.639898,1.000000,0.365304,0.369356,0.999600,0.946393,0.945731,1.000000,0.435800,0.450047,1.000000,0.299885,0.295031,0.997000,0.549416,0.549826,1.000000,0.476254,0.469890,1.000000,0.596336,0.596206,1.000000,0.734277,0.736417,1.000000,0.594711,0.601462,1.000000,0.528747,0.534422,1.000000,0.768497,0.777403,1.000000,0.875041,0.889084,1.000000,0.203203,0.233136,0.985699,0.720298,0.715028,1.000000,0.142417,0.186550,0.961496,0.214001,0.243018,0.989299,0.072613,0.098922,0.817682,0.862886,0.863641,1.000000,0.840881,0.833037,1.000000,0.480462,0.483402,1.000000,0.663563,0.656311,1.000000,0.741819,0.738712,1.000000,0.678452,0.674581,1.000000,0.126184,0.166104,0.945795,0.146164,0.181127,0.960496,0.050593,0.070410,0.721472,0.734462,0.766950,1.000000,0.078939,0.054233,0.659066,0.022278,0.014288,0.250225,0.365431,0.373686,0.999700,0.338676,0.267026,0.995700,0.033881,0.022953,0.362236,0.501507,0.451219,1.000000,0.924772,0.922989,1.000000,0.338709,0.376915,0.998900,0.438827,0.426969,0.999900,0.677874,0.684554,1.000000,0.478596,0.478415,1.000000,0.738622,0.747745,1.000000,0.219664,0.144785,0.938394,0.396329,0.338149,0.999300,0.202767,0.155651,0.952995,0.951020,0.938704,1.000000
"rs16909765",0.464259,0.465498,0.999900,0.862460,0.859455,1.000000,0.889005,0.888949,1.000000,0.412225,0.417960,1.000000,0.822464,0.818809,1.000000,0.633546,0.633820,1.000000,0.821700,0.818360,1.000000,0.319263,0.331327,0.997900,0.841376,0.841852,1.000000,0.759068,0.756190,1.000000,0.838582,0.835811,1.000000,0.540909,0.528871,1.000000,0.554987,0.555349,1.000000,0.308446,0.312704,0.997400,0.185792,0.186585,0.964596,0.687497,0.689204,1.000000,0.160178,0.206363,0.971897,0.143204,0.165847,0.949795,0.453456,0.442927,1.000000,0.159409,0.207798,0.975298,0.164855,0.188444,0.967797,0.052231,0.075098,0.731373,0.843592,0.842154,1.000000,0.486993,0.458777,1.000000,0.519125,0.524025,1.000000,0.737730,0.726201,1.000000,0.563129,0.555957,1.000000,0.921064,0.917119,1.000000,0.199132,0.249156,0.990799,0.174762,0.217143,0.979698,0.061093,0.082381,0.772977,0.918097,0.928811,1.000000,0.623729,0.569934,1.000000,0.158995,0.119071,0.887989,0.519850,0.525493,1.000000,0.719543,0.660908,1.000000,0.213086,0.169821,0.958096,0.135053,0.097241,0.826183,0.905930,0.903421,1.000000,0.468530,0.533746,1.000000,0.666188,0.658753,1.000000,0.395650,0.408426,0.999500,0.726369,0.725434,1.000000,0.296298,0.300213,0.996500,0.569826,0.491922,1.000000,0.998801,0.998546,1.000000,0.900087,0.879904,1.000000,0.465220,0.383519,1.000000
"rs914593",0.156357,0.172231,0.957696,0.043738,0.047588,0.592259,0.169743,0.166830,0.950795,0.001691,0.001820,0.041504,0.050124,0.053058,0.626263,0.487577,0.504189,1.000000,0.057704,0.060310,0.666767,0.668474,0.678524,1.000000,0.089693,0.090303,0.798480,0.440845,0.440765,1.000000,0.262849,0.256886,0.990599,0.496794,0.500041,1.000000,0.001036,0.001040,0.025703,0.005458,0.005656,0.116912,0.008746,0.008508,0.168417,0.021590,0.021009,0.342634,0.041799,0.066939,0.698870,0.002705,0.004752,0.100910,0.309021,0.306796,0.997700,0.000023,0.000106,0.002600,0.004319,0.007089,0.143014,0.259592,0.313121,0.997600,0.002639,0.003521,0.075308,0.496432,0.465911,1.000000,0.043586,0.047950,0.591359,0.854831,0.852422,1.000000,0.419182,0.417098,1.000000,0.933060,0.930222,1.000000,0.000006,0.000027,0.000500,0.000589,0.001375,0.033203,0.000266,0.000692,0.017502,0.001291,0.003282,0.076108,0.945908,0.940414,1.000000,0.832329,0.817948,1.000000,0.355350,0.356106,0.999100,0.906822,0.890251,1.000000,0.887155,0.877517,1.000000,0.867612,0.851592,1.000000,0.695256,0.686544,1.000000,0.188561,0.224295,0.973297,0.723020,0.716000,1.000000,0.358562,0.373850,0.999300,0.437928,0.424828,1.000000,0.373974,0.385886,0.999400,0.994178,0.992855,1.000000,0.662803,0.619401,1.000000,0.986328,0.984059,1.000000,0.972449,0.966445,1.000000
"rs914592",0.101324,0.113112,0.873687,0.039531,0.043216,0.561156,0.100385,0.101266,0.833683,0.000851,0.000892,0.021602,0.044655,0.046869,0.587559,0.485759,0.500500,1.000000,0.071342,0.073042,0.731973,0.743945,0.753518,1.000000,0.070092,0.072370,0.728973,0.239192,0.244757,0.988799,0.168750,0.164797,0.946095,0.301345,0.307373,0.997500,0.000492,0.000461,0.011801,0.003415,0.003334,0.075208,0.004238,0.004264,0.093309,0.015897,0.014646,0.260126,0.017821,0.032846,0.463546,0.001960,0.003838,0.083508,0.163061,0.163745,0.950895,0.000005,0.000030,0.000700,0.003098,0.005657,0.119712,0.252191,0.312363,0.997500,0.003453,0.004482,0.093409,0.396508,0.362206,0.999700,0.028037,0.032531,0.462846,0.456760,0.452218,1.000000,0.244777,0.245379,0.990799,0.568317,0.557700,1.000000,0.000001,0.000007,0.000100,0.000235,0.000652,0.016502,0.000060,0.000180,0.004200,0.000642,0.001838,0.043504,0.947676,0.942664,1.000000,0.833754,0.818276,1.000000,0.353392,0.353909,0.999100,0.903420,0.885437,1.000000,0.888582,0.878451,1.000000,0.869920,0.854461,1.000000,0.690647,0.680868,1.000000,0.189349,0.226666,0.974897,0.721351,0.713435,1.000000,0.357472,0.372766,0.999200,0.434195,0.422272,1.000000,0.372891,0.382969,0.999300,0.996486,0.995656,1.000000,0.660637,0.617084,1.000000,0.993782,0.992731,1.000000,0.975027,0.969410,1.000000
"rs1888893",0.084106,0.091278,0.810581,0.135776,0.135460,0.913991,0.024921,0.024847,0.378638,0.004091,0.004206,0.093409,0.158054,0.154968,0.939694,0.986572,0.986822,1.000000,0.252632,0.254803,0.991699,0.964162,0.964537,1.000000,0.028717,0.029909,0.435644,0.039905,0.040136,0.527153,0.099214,0.093831,0.809081,0.037976,0.039164,0.518552,0.002499,0.002307,0.054805,0.012793,0.011793,0.218922,0.012052,0.011853,0.220422,0.031984,0.030655,0.451545,0.019308,0.032731,0.462646,0.010424,0.014426,0.260326,0.081544,0.080092,0.770177,0.000060,0.000178,0.004100,0.019482,0.025407,0.391039,0.571829,0.614150,1.000000,0.007914,0.009265,0.176518,0.283836,0.257065,0.993399,0.015144,0.017907,0.303330,0.176715,0.171076,0.956096,0.209483,0.200653,0.976098,0.245647,0.238062,0.989099,0.000009,0.000032,0.000600,0.002041,0.003629,0.083608,0.000438,0.000923,0.024402,0.005178,0.009736,0.188619,0.916039,0.910126,1.000000,0.650484,0.626049,1.000000,0.150539,0.154558,0.939094,0.975766,0.971572,1.000000,0.734488,0.715101,1.000000,0.558211,0.516315,1.000000,0.298297,0.287256,0.996200,0.316424,0.350277,0.998300,0.502733,0.496717,1.000000,0.118854,0.129587,0.905691,0.280180,0.274008,0.994399,0.075635,0.082769,0.765977,0.836769,0.803549,1.000000,0.661365,0.625762,1.000000,0.978718,0.975358,1.000000,0.811754,0.773843,1.000000
"rs2282168",0.145461,0.158152,0.945095,0.046860,0.051635,0.617062,0.175009,0.175233,0.958196,0.001671,0.001826,0.041604,0.053955,0.057369,0.652965,0.503392,0.518430,1.000000,0.055020,0.057117,0.647165,0.743961,0.752023,1.000000,0.122873,0.125357,0.892489,0.346359,0.349099,0.998900,0.283375,0.277477,0.993499,0.323772,0.329191,0.998600,0.000924,0.000938,0.022502,0.005638,0.005660,0.117012,0.007180,0.007218,0.147415,0.031810,0.030331,0.447845,0.017691,0.032308,0.457846,0.001516,0.002941,0.065807,0.163982,0.164816,0.951795,0.000004,0.000025,0.000600,0.002474,0.004504,0.097610,0.219919,0.276795,0.993899,0.003040,0.004211,0.089109,0.377311,0.342565,0.999400,0.029090,0.034204,0.478548,0.457796,0.450658,1.000000,0.233269,0.234554,0.988799,0.568848,0.556109,1.000000,0.000001,0.000005,0.000100,0.000189,0.000531,0.014101,0.000048,0.000153,0.003700,0.000632,0.001788,0.041804,0.741604,0.719673,1.000000,0.696119,0.671482,1.000000,0.601610,0.601129,1.000000,0.830458,0.800999,1.000000,0.743292,0.723019,1.000000,0.774801,0.749715,1.000000,0.783278,0.776033,1.000000,0.178019,0.213969,0.968797,0.989827,0.989543,1.000000,0.557001,0.569602,1.000000,0.748196,0.740464,1.000000,0.409658,0.423615,0.999700,0.755001,0.708730,1.000000,0.881998,0.864193,1.000000,0.755473,0.720603,1.000000,0.676810,0.621315,1.000000
"rs3780674",0.710068,0.713289,1.000000,0.547237,0.541207,1.000000,0.483382,0.481308,1.000000,0.909407,0.910438,1.000000,0.549378,0.543363,1.000000,0.929716,0.930125,1.000000,0.562151,0.557408,1.000000,0.688628,0.696405,1.000000,0.556944,0.564172,1.000000,0.323716,0.318630,0.997700,0.563181,0.557120,1.000000,0.231994,0.224371,0.983398,0.979253,0.979523,1.000000,0.716247,0.714348,1.000000,0.495602,0.495429,1.000000,0.317906,0.322065,0.998600,0.796288,0.817290,1.000000,0.373701,0.405917,0.999900,0.795456,0.787364,1.000000,0.447714,0.495881,1.000000,0.480350,0.510161,1.000000,0.135174,0.179590,0.957196,0.675163,0.677624,1.000000,0.890655,0.881494,1.000000,0.981459,0.981504,1.000000,0.974731,0.973482,1.000000,0.871785,0.868927,1.000000,0.761172,0.752638,1.000000,0.392442,0.438566,0.999900,0.469684,0.512691,1.000000,0.151166,0.180484,0.960396,0.367587,0.413720,0.999700,0.401952,0.341008,0.999500,0.061273,0.038258,0.523252,0.183777,0.187576,0.968897,0.505864,0.424321,1.000000,0.095728,0.064831,0.710071,0.130662,0.093016,0.810981,0.686106,0.681377,1.000000,0.453987,0.506710,1.000000,0.395006,0.380552,0.999600,0.132190,0.141884,0.924792,0.298649,0.294713,0.996500,0.147436,0.158337,0.938494,0.327571,0.241981,0.992899,0.800256,0.764518,1.000000,0.572717,0.508062,1.000000,0.617154,0.540889,1.000000
"rs2297453",0.013673,0.016982,0.292629,0.037266,0.034613,0.490049,0.157913,0.153758,0.933993,0.001345,0.001348,0.032103,0.043883,0.039972,0.538554,0.840212,0.843429,1.000000,0.376711,0.374581,0.999900,0.643775,0.652096,1.000000,0.153987,0.156871,0.941694,0.213995,0.216395,0.981198,0.283048,0.272798,0.993199,0.135850,0.134282,0.908591,0.000779,0.000665,0.016202,0.005809,0.005433,0.113711,0.004634,0.004526,0.099210,0.018140,0.018457,0.309931,0.004226,0.008481,0.168117,0.007026,0.010385,0.200720,0.202721,0.193085,0.972797,0.000043,0.000165,0.004000,0.010666,0.014512,0.262126,0.475987,0.529007,1.000000,0.014786,0.016555,0.284328,0.148275,0.129420,0.897490,0.063637,0.068648,0.715872,0.380379,0.361337,0.999500,0.336867,0.327239,0.998500,0.515870,0.513722,1.000000,0.000013,0.000052,0.000800,0.001683,0.003439,0.080008,0.000589,0.001339,0.034503,0.000707,0.001827,0.043004,0.542547,0.523234,1.000000,0.817852,0.799698,1.000000,0.473300,0.479612,1.000000,0.686486,0.637441,1.000000,0.780298,0.759156,1.000000,0.666723,0.627395,1.000000,0.227140,0.212012,0.981098,0.423989,0.459990,1.000000,0.880762,0.879598,1.000000,0.381237,0.401838,0.999300,0.580430,0.572791,1.000000,0.145661,0.155853,0.936094,0.725600,0.668550,1.000000,0.458360,0.402864,1.000000,0.587773,0.535788,1.000000,0.936354,0.922529,1.000000
"rs1547266",0.752466,0.754160,1.000000,0.581074,0.575521,1.000000,0.522574,0.518160,1.000000,0.878529,0.879632,1.000000,0.581874,0.576144,1.000000,0.970181,0.970438,1.000000,0.443922,0.438663,1.000000,0.574096,0.583725,1.000000,0.585207,0.589874,1.000000,0.366968,0.361579,0.999400,0.577594,0.568400,1.000000,0.221073,0.214590,0.980798,0.995328,0.995383,1.000000,0.647587,0.644221,1.000000,0.453988,0.453622,0.999900,0.292817,0.297394,0.996800,0.796298,0.818530,1.000000,0.374371,0.407538,0.999900,0.795748,0.786777,1.000000,0.447798,0.495615,1.000000,0.480961,0.510880,1.000000,0.135483,0.177955,0.955496,0.673081,0.675410,1.000000,0.892636,0.883169,1.000000,0.981348,0.981340,1.000000,0.974843,0.973565,1.000000,0.872232,0.869269,1.000000,0.759992,0.751081,1.000000,0.392723,0.437641,0.999900,0.469134,0.513389,1.000000,0.151131,0.182019,0.961596,0.366968,0.415019,0.999700,0.449048,0.389183,0.999900,0.071327,0.046283,0.588459,0.214343,0.216980,0.984098,0.541602,0.463579,1.000000,0.109600,0.076555,0.764476,0.111039,0.077681,0.752775,0.496640,0.489156,1.000000,0.322307,0.378446,0.998900,0.429047,0.412061,0.999900,0.166434,0.175184,0.959896,0.312222,0.306955,0.997000,0.135358,0.145565,0.921992,0.349432,0.263072,0.995900,0.907577,0.890714,1.000000,0.639755,0.582117,1.000000,0.563227,0.482350,1.000000
